No.,Title,Link
173,"Shifts in foraging behavior of wintering Hooded Cranes (Grus monacha) in three different habitats at Shengjin Lake, China",http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0047-0
174,Behavioral plasticity is not significantly associated with head volume in a wild Chestnut Thrush (Turdus rubrocanus) population,http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0048-z
175,Can simple songs express useful signals for mate choice?,http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0045-2
176,"Relationships between interspecific differences in the mass of internal organs, biochemical markers of metabolic activity, and the thermogenic properties of three small passerines",http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0046-1
177,Inaccuracies in the history of a well-known introduction: a case study of the Australian House Sparrow (Passer domesticus),http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0044-3
178,"Evaluation of nest site preferences of a nest dismantler, the Hair-crested Drongo (Dicrurus hottentottus) in Dongzhai National Nature Reserve of central China",http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0042-5
179,"The rediscovery of Strix butleri (Hume, 1878) in Oman and Iran, with molecular resolution of the identity of Strix omanensis Robb, van den Berg and Constantine, 2013",http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0043-4
180,Genomic insights into hybridization in a localized region of sympatry between pewee sister species (Contopus sordidulus × C. virens) and their chromosomal patterns of differentiation,http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0040-7
181,The effects of sun exposure on carotenoid accumulation and oxidative stress in the retina of the House Finch (Haemorhous mexicanus),http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0041-6
182,"Effects of location, orchard type, laying period and nest position on the reproductive performance of Turtle Doves (Streptopelia turtur) on intensively cultivated farmland",http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0039-0
183,Experimental evidence for ovarian hypofunction in sparrow hybrids,http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0038-1
184,Species delimitation in the White-faced Cuckoo-dove (Turacoena manadensis) based on bioacoustic data,http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0036-8
185,"Integrative taxonomy of the Plain-backed Thrush (Zoothera mollissima) complex (Aves, Turdidae) reveals cryptic species, including a new species",http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-016-0037-2
186,Brightness of melanin-based plumage coloration is a cue to oxidative stress in Himalayan Black Bulbuls (Hypsipetes leucocephalus nigerrimus),http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0031-0
187,DNA reveals long-distance partial migratory behavior in a cryptic owl lineage,http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0035-9
188,Noninvasive and nondestructive sampling for avian microsatellite genotyping: a case study on the vulnerable Chinese Egret (Egretta eulophotes),http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0034-x
189,Subspecific variation in sperm morphology and performance in the Long-tailed Finch (Poephila acuticauda),http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0032-z
190,"Maternal effects, malaria infections and the badge size of the house sparrow",http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0029-7
191,Maternal lysozyme concentrations in the eggs of the Great Cormorant (Phalacrocorax carbo) in relation to breeding density and laying order,http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0030-1
192,Gender identification using acoustic analysis in birds without external sexual dimorphism,http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0033-y
193,The stoichiometric approach in determining total evaporative water loss and the relationship between evaporative and non-evaporative heat loss in two resting bird species: passerine and non-passerine,http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0028-8
194,Rapid increase in numbers and change of land-use in two expanding Columbidae species (Columba palumbus and Streptopelia decaocto) in Algeria,http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0027-9
195,A multilocus molecular phylogeny for the avian genus Liocichla (Passeriformes: Leiothrichidae: Liocichla),http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0025-y
196,Effect of water level fluctuations on temporal-spatial patterns of foraging activities by the wintering Hooded Crane (Grus monacha),http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0026-x
197,"The structure of mixed-species bird flocks, and their response to anthropogenic disturbance, with special reference to East Asia",http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0023-0
198,"Vocal behavior of Crested Guineafowl (Guttera edouardi) based on visual and sound playback surveys in the Umhlanga Lagoon Nature Reserve, KwaZulu-Natal province, South Africa",http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0022-1
199,Identification of coastal wetlands of international importance for waterbirds: a review of China Coastal Waterbird Surveys 2005–2013,http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0021-2
200,The effects of food abundance and disturbance on foraging flock patterns of the wintering Hooded Crane (Grus monacha),http://avianres.biomedcentral.com/track/pdf/10.1186/s40657-015-0024-z
